"","TITLE","REGION","TEXT","YEAR","COUNTRY_FINAL"
"378","Italian Women Rise Up","West","Chiara Volpato is a professor of social psychology at the University of Milan.  MANY outside Italy seem to assume that Prime Minister Silvio Berlusconi gets away with his sexist behavior because Italian men condone it and the women at least tolerate it. But this is no longer true. Today there are two Italys: one Italy has soaked up Mr. Berlusconi's ideology either out of self-interest or an inability to resist his enormous powers of persuasion; the other is fighting back. It's about time. Mr. Berlusconi's behavior has been outrageous. When a female student asked him for advice about her financial troubles, he suggested that she marry a man who was rich like his son. (Mr. Berlusconi claimed he was joking.) He has bragged about the beauty of his party's female parliamentary candidates, and raised eyebrows by putting former starlets into the government. He designated a former model with whom he had publicly flirted to be Minister of Equal Opportunities. This spring, his wife accused him of cavorting with young women and declared that she wanted a divorce. Why have Italians put up with all this? Compared to those in other European countries, conservative ideas in Italy die hard, in part because of our famously patriarchal culture but also because of the huge influence of the Roman Catholic Church, whose political and social interference in public affairs seems to have become even stronger since Mr. Berlusconi first became prime minister in 1994. (The church, for example, has threatened to excommunicate doctors who prescribe the abortion pill as well as patients who use it.) Furthermore, Italy's glass ceiling has proved to be more resistant than it is elsewhere in Europe. Italy ranks 67th out of 130 countries considered in a recent report of the World Economic Forum on the Global Gender Gap Index, ranking lower than Uganda, Namibia, Kazakhstan and Sri Lanka. According to the Organization for Economic Cooperation and Development, just under half of Italy's women have jobs, compared with an average of nearly two out of three. At the same time, Italian men have 80 more minutes of leisure time per day -- the greatest difference in the 18 countries compared. This is probably explained by the additional time that women devote to unpaid work, like cleaning the house. It is no surprise, then, that many Italian women are unwilling to take on an additional burden of raising children. As a result, the country has an extraordinarily low birthrate. The Italian media only exacerbate this bleak reality by presenting a picture of women that is incomprehensible to the rest of Europe. Private TV channels have started to broadcast images of women who are typically lightly dressed and silent beauties serving as decoration while older, fully dressed men are running the show. (It is worth noting here that Mr. Berlusconi owns the leading private television networks.) The impact of years of brainwashing is plain to see: recent research demonstrated that the most popular ambition among female teenagers is to become a velina (basically a showgirl). Young women and girls are consistently taught that their bodies, rather than their abilities and their knowledge, are the key to success. At the same time, the sexism portrayed on TV reinforces chauvinistic ideas among the culturally weakest parts of the population. Researchers who study female body objectification need only look to Italy to witness the sad consequences of this phenomenon. The portrayals of women bring to mind darker moments in our country's past. During Italy's Fascist era in the first half of the 20th century, there was no shortage of derogatory images of people from its colonies in Africa. Women were portrayed as sexual objects and the men as barbarian enemies. In recent years, as immigrants have been flocking to Italy, these kinds of crude stereotypes have been coming back. To give just one example: The leader of the Northern League Party, Umberto Bossi, has called immigrants ''bingo bongos.'' These attitudes in part reflect the feelings of economic and social insecurity that have only deepened over the past decade or so. The responses to this, namely sexism and racism, are just two sides of the same coin. These days, however, there are signs of change. Italians are denouncing Mr. Berlusconi's sexist behavior through various strategies: by bringing their grievances to the European Court of Human Rights and by making a documentary about the objectification of the female body like ''Il Corpo delle Donne'' by Lorella Zanardo. In June shortly before the G-8 meeting in L'Aquila, a small group of Italian academic women, including me, invited the first ladies of the participating countries to boycott the event as a sign of protest. In just a few days, 15,000 women and men signed our petition to get the first ladies to boycott. Obviously, the main aim was not to persuade the first ladies to modify their travel plans, but to speak out against Mr. Berlusconi's sexist behavior. Today those who dissent have a hard time gaining visibility. The aforementioned appeal to the first ladies, for instance, got great attention from the international news media, but not much ink was spilled by national papers on this issue, and radio and television were generally silent. Despite these obstacles, it feels as if Mr. Berlusconi has gone too far, and the recent sexual scandals are chipping away at his popularity. Just look at the polls. Traditionally, women, together with low-income and older people, have been great supporters of Mr. Berlusconi, presumably because they tend to watch his television channels. Although Mr. Berlusconi still enjoyed considerable support at the time of this year's European elections, recent scandals brought his approval ratings to below 50 percent, with a notable drop in approval among women. The willingness to speak up and to mobilize that is spreading among us is well summarized in a letter that an Italian woman recently sent to the newspaper L'Unita: ''I am ready. Just decide: the place, the day and the hour. I am ready to rally.'' But what can Italian women actually do? An important step is to make dissent known, a difficult task considering that true free speech is largely limited to only a few independent newspapers and, importantly, the Internet. We need to start working on a systematic documentation of incidents of discrimination against women. We also need better organization. Existing groups that would be the most naturally engaged in the emerging dissent (like the opposition Democratic Party, which seems distracted by internal fights) have not been sensitive to the many signs from below. Women will need to exert greater pressure on the opposition parties to represent their demands. But first of all, dissenting women (and men) must speak up with greater confidence. Our country, long defined by its old-fashioned attitudes toward women, is finally ready to rally.",2009,"Italy"
"379","France: Senate Passes Bill On Facial Veils","West","The French Senate on Tuesday overwhelmingly approved a bill barring women from wearing the full facial veil anywhere in public. If the law is approved by France's constitutional council, it will go into effect next spring and set a range of fines for women, including tourists, who wear the full veil. It also provides criminal penalties for those who force women to wear it. The vote was 246 to 1, with many abstentions from left-wing legislators; the bill passed the lower house in July. Critics say that the measure stigmatizes one sex of one religion, but the law is very popular with the public and proponents say it defends traditional French values like women's rights and secularism.",2010,"France"
"380","When Culture, Power and Sex Collide","West","The recent events swirling about the ex-next-president of France, Dominique Strauss-Kahn, have revived old tropes about how culture affects sex, including sexual violence. Before this scandal, many continued to believe that Americans are still infected by their Puritan past in matters sexuel, while the French are just chauds lapins:  hot rabbits. The supposed difference consisted of not only a heightened sexual activity but an altered set of conventions about where to draw the line between benign sexual interaction and harassment. The French, many believed, drew that line differently. The number of women speaking out in France post-scandal calls into question this easy embrace of relativism. French women, it appears, don't appreciate groping any more than anyone else, at least not unwanted groping. A French journalist, Tristane Banon, who alleged that she was assaulted by Strauss-Kahn in 2002, described him as a ""chimpanzee in rut,"" which draws a much less sympathetic picture than anything to do with rabbits. Still, some continue to hold that the French have a higher level of tolerance for extramarital affairs and a greater respect for a politician's right to privacy. But neither of these factors provide an excuse for harassment and rape. Conventions of workplace interaction do vary by culture. In Latin America and parts of Europe, kissing is the normal mode of greeting, and to refuse a kiss may well appear cold. Kissing co-workers in New York, however, can elicit mixed signals, at least outside of the fashion district. One does need to know the relevant cultural conventions to be able to communicate with effective ease. In other words, one needs to be a cultural relativist to know when one is being hit upon. The more thorny question is whether relativism is relevant to those domains we generally want to put in the non-benign category: harassment, sexual coercion, even sexual violence. Could it be that offensiveness is relative to the perspective of the recipient, based on her own cultural sensibilities? More troubling, could it be that our very experience of an encounter might be significantly affected by our background, upbringing, culture, ethnicity, in short, by what Michel Foucault called our discourse? Violent and brutal encounters, even for sado-masochists, are unlikely candidates as culturally relative experiences. But much harassment and even rape is cloudier than this: date rapes, statutory rapes, and many instances of harassment can be subject to multiple interpretations, which has given rise to the new term popular on college campuses - ""gray"" rape. The writer Mary Gaitskill famously argued some years back that the binary categories of rape/not-rape were simply insufficient to classify the thick complexity of her own experience. In this netherworld of ambiguous experiences, can understanding cultural relativism be useful? Feminist theory, some might be surprised to learn, has been exploring this possibility for some years. There is a great deal of work on the realm of fantasy, and desires approached through fantasy, as a means to understand the different ways women can experience varied sexual practices.  Women's sexual responsiveness varies, and feminism has endeavored to honor the variation rather than move too quickly toward moral and political hierarchies of legitimate practice. Fantasies can vary by culture and context, and they operate to create an overlay of meaningfulness on top of actual  experience. The result is that fantasies provide projections of meanings that seem to control the determination of events, affecting the way we narrate and name our experience, and even the sensations we feel.  This suggests a picture of an idea-body encountering another idea-body, with the fantasy projections rather than any physical characteristics of the encounter, controlling the production of experience. Such an approach, however, can lead one to discount experience altogether. Whether workplace pornography is experienced as threatening or a reminder of the sexual power of women is simply relative to one's expectations and prior predilections, some might say. Those who take offense are simply operating with the ""wrong paradigm."" This has the danger of returning us to pre-feminist days when women's own first person reports and interpretations of their experiences were routinely set aside in favor of more ""objective"" analyses given by doctors, psychiatrists, and social scientists, inevitably male. The slide toward a complete relativism on these matters can be halted on two counts. First, there is the question of the physical body. Sex, as Lenin correctly argued, is not akin to having a glass of water. It involves uniquely sensitive parts of the body around which every culture has devised elaborate meanings, from adulation to abomination. The genitals are simply unique in the role they play for reproduction and physical ecstasy, and no discourse can operate as if this is not true. A light touch on the shoulder and a light touch  on the genitals elicit distinct sensations. The body is not infinitely alterable by discourse. Second, there is the question of power. Differences in status and the capacity for economic self-sufficiency - not to mention the capacity for self-regard - compromise the integrity of consent, no matter the culture.  Status differences can occur along the lines of age, class, race, nationality, citizenship and gender (all of which apply to the alleged attempted rape by Strauss-Kahn of an immigrant housekeeper). Power differences alone cannot determine whether something is benign or harmful, but they do signal danger. It cannot be the case that cultural context can render power differences completely meaningless. Obvious power differences in sexual relations  should raise a red flag, no matter which color one's culture uses to signal danger. While cultural conventions on power and sex may vary, the impact of sexual violence does not.  Sexual violations should be universally defined, and universally enforced. You can receive immediate updates and new posts by subscribing to The Stone's RSS feed. Linda Martin Alcoff is a professor of philosophy at the City University of New York. She has written and edited  several books, including ""Visible Identities: Race, Gender and the Self "" (Oxford University Press, 2006). More of her work can be found at her Web site.",2011,"France"
"381","India the Worst Big Country to Be a Woman","West","""India, a country best-known for its rising economic might, is the worst place to be a woman among the world's biggest economies, and Canada the best, according to a survey of experts published Wednesday,"" Katrin Bennhold wrote on The Rendezvous blog. ""The Group of 20 survey by TrustLaw, a legal news service of the Thomson Reuters Foundation, found that a combination of infanticide, child marriage and slavery left India at the bottom of the ranking, lagging even Saudi Arabia, where women are still not allowed to drive and only gained the vote in 2011,"" she wrote. The United States lagged top-ranked Canada and four other countries. Canada and the United States may share a border, a language and much cultural affinity, but if women face broadly similar situations in terms of education and economic opportunity in the two countries, they are far apart in the area of gender equality, the experts said. Read the full Rendezvous post.",2012,"Canada"
"382","Training Feminism's Next Wave","West","LONDON -- What is the best position to adopt if you are staging a sit-down protest outside Downing Street and do not want to be dragged away by the police? How can you make your body so cumbersome that security guards will find it hard to remove you? What are your legal rights if you form a human chain stopping the traffic? The Suffragette Summer School, a two-day feminist training camp taking place in Britain in mid-September, will provide strategic advice as it instructs participants in the art of nonviolent protest. The camp's promotional material promises to help ''budding Pussy Rioters'' hone headline-grabbing techniques. Weary of more conventional methods of campaigning, its young organizers hope to inspire a new generation of feminists with the same dynamism that saw the original suffragettes chain themselves to railings to secure the vote. ''There are creative ways in which ordinary people can put feminist issues into the mainstream agenda,'' Kat Banyard, the founder of UK Feminista, the group organizing the summer school, explains. ''Direct action doesn't have to be illegal. It is really important that people are confident about their legal right to protest.'' There appears to be a real appetite for the course, and about 500 individuals and representatives from small feminist groups around the country are expected when the summer school opens, on the campus of Bristol University, on Sept. 15. Ms. Banyard hopes that this enthusiasm reflects the beginnings of a feminist revival in Britain. ''Until recently, the only time that feminism was mentioned in the press was to remind us all that it was still dead,'' she says. ''But there has been this huge upsurge. No one can deny that it is back.'' She set up UK Feminista three years ago, aiming to encourage the creation of new, energetic grass-roots feminist groups, ready to take action across the country to fight for greater equality between the sexes. Ms. Banyard, 30, who is also the author of ''The Equality Illusion,'' a well-received book outlining how far women are from achieving equality in Britain, estimates that the number of small affiliated groups has tripled to more than 100 in the past two years. Much of the anger that has driven this growth has, she believes, been prompted by the realization that women have been much harder hit by the ailing economy and the government's austerity policies than men. The vast majority of public-sector workers, whose jobs are threatened by government cuts, are women, she points out. ''They also use the services that are being cut more,'' she says. ''They also do the bulk of caring, so when services are being cut back, it is women who have to cushion the blow. Austerity has a specific impact on women. It is, quite frankly, disastrous for women's rights.'' In addition, there are the continuing problems of dismal representation of women in Parliament (where men outnumber women four to one), the enduring gender pay gap (where women working full time earn 16 percent less than men) and the continued scarcity of women in the most senior positions in business and politics. Ms. Banyard is particularly concerned by the ''relentless objectification of women which is the cultural backdrop in the U.K. -- the pornified norm, on mainstream television.'' ''Because of the ease with which people can share pornography on their mobile phones, it has never been easier to access really violent or degrading images of women,'' she says. ''We are being confronted with it more and more -- things like upskirting on mobile phones. ''This all adds up to an urgency. It should be a political priority, but these issues are sidelined and not seen as the disaster that they are. Most people believe in the idea of equality between the sexes; notionally, people support it, but we are a long way from realizing that aspiration.'' The growing interest in a new wave of feminism in Britain is echoed in a recent spate of feminist publications, with books like ''Reclaiming the F Word,'' on contemporary feminism; Caitlin Moran's ''How to be a Woman''; Cordelia Fine's ''Delusions of Gender''; and Natasha Walter's ''Living Dolls: The Return of Sexism'' all doing well. ''From my perspective, the debate has shifted from the perennial 'Where is feminism?' debate to 'What can this resurgent feminism achieve?''' Ms. Banyard says. The summer camp will help women -- and men -- channel their impatience at the slow pace of change into noisy protest. Campaigners are already planning when to put their new skills into action. Politicians should expect some form of yet-to-be-revealed mass feminist action outside the House of Commons in late October. More imminently, Ms. Banyard says, delegates at a European trade gathering for the pornography industry, due to meet for an annual conference at a London hotel, should also be bracing themselves for protest. As well as providing lessons on how to occupy a public space during a protest, the summer camp aims to be an upbeat meeting place for a group of campaigners who still feel resented. ''Feminism can be quite isolating because it is so stigmatized,'' Ms. Banyard says. ''It can be quite hard to tell people you don't know that you're a feminist, because of these persistent stereotypes -- people think feminists are anti-men, are humorless, have to dress in a certain way -- so the very act of coming together can be quite powerful. ''It's a reminder that there is a global movement out there, they are not on their own. They are part of an amazing struggle that is hellbent on bringing about a better world.'' Amelia Gentleman is a journalist with The Guardian. Katrin Bennhold is on sabbatical leave.",2012,"United Kingdom"
"383","Crisis of Masculinity? It's the Economy, Stupid","West","LONDON - A senior British politician appears to have punctured some thin-skinned male pride with claims in a speech on Thursday that the nation's men are suffering a ""crisis of masculinity"" as a result of the economic downturn. Diane Abbott, the opposition Labour Party's spokeswoman on health issues in the British Parliament, says men have embraced a macho ""Viagra and Jack Daniels"" culture rather than talking openly about their anxieties in a rapidly changing society. ""It's all become a bit like the film 'Fight Club' - the first rule of being a man in modern Britain is that you're not allowed to talk about it,"" she said in a speech delivered to Demos, a public policy think tank. The growth of consumerism and pornography, and the absence of traditional role models, have given rise to a culture of hypermasculinity that exaggerates what are perceived as manly qualities and encourages misogyny and homophobia, according to Ms. Abbott. ""At its worst, it's a celebration of heartlessness; a lack of respect for women's autonomy; and the normalization of homophobia,"" according to remarks released ahead of the speech. ""I fear it's often crude individualism dressed up as modern manhood."" Ms. Abbott's comments, previewed on Demos' Web site, brought some swift male reaction, despite her urging critics to listen to the whole speech before passing judgment. Interesting responses on twitter to my speech tomorrow about masculinity. But people should judge on whole speech not excerpts @Demos - Diane Abbott MP (@HackneyAbbott)15 May 13 Tony Parsons, a broadcaster and columnist writing in the British edition of GQ, said Ms. Abbott was ""barking up the wrong trouser leg"" with claims that recession was producing a generation of brutes. He suggested the Labour parliamentarian knew nothing about British men, who ""have never been more in touch with their emotions, and more honest about expressing them."" RT @BritishGQ: We don't need Diane Abbott to tell us about masculinity http://t.co/spqDUsYrAz - Tony Parsons (@TonyParsonsUK)15 May 13 ""Men, I would suggest, have never been better than they are today,"" Mr. Parsons wrote. ""More involved in bringing up their children. More genuinely supportive of their partners. More willing to discuss their fears with those closest to them."" Glen Poole, in the left-leaning Guardian, said Ms. Abbott's speech was part of a wider attempt by her Labour Party to regain the initiative in a gender debate in which the ruling Conservatives have stereotyped a feckless underclass of absent fathers. Mr. Poole, head of the Helping Men consultancy, said it was undeniable that men and boys faced significant problems. They were more likely than women to commit crime, be homeless, or to commit suicide. But he chastised the Labour spokeswoman for repeating a familiar, negative narrative about disaffected men who were hypermasculine, homophobic, misogynistic and obsessed with pornography. ""Abbott is right to say that there aren't enough men engaged in conversations about manhood, but is it any wonder when modern masculinity is described in such negative terms?""  Mr. Poole said. In online comments, some readers pointed out that unacceptable macho behavior was not a new phenomenon, nor was it confined to Britain. ""The world hates poor, young, undereducated men and they in turn hate the world,"" Peter Choate commented at GQ. What do you think? Is Ms. Abbott right to say that rapid economic and social change has fueled a hypermasculine culture?",2013,"United Kingdom"
"384","World Briefing Europe: France: Schools To Ban Scarves","West","The government plans to ban head scarves from public schools to protect Muslim girls from ""fundamentalist pressures"" to wear them, Prime Minister Jean-Pierre Raffarin said. The issue pits fiercely secular France against some of its five million Muslims. Female politicians have been especially eager for a ban, saying conservative Muslim families press girls into wearing scarves in violation of the principle of sexual equality. ""This is not about religion,"" Mr. Raffarin said. ""It's about lifting a constraint on women.""",2003,"France"
"385","British Women Lose Court Fight Over Possessing Frozen Embryos","West","Two women lost their battle in a British court on Wednesday to save their frozen embryos and use them to have children without the consent of their former partners. In a landmark ruling, a High Court judge in London rejected a challenge by the women, Natallie Evans and Lorraine Hadley, to a law that states that embryos must be destroyed unless both parties consent to storage and use. Ms. Evans, 31, and Ms. Hadley, 38, both underwent in-vitro fertilization with their respective partners and have a number of embryos in storage. The couples have now separated, and the men have withdrawn consent for the use of the embryos. The Human Fertilization and Embryology Act states that unless both parties consent to storage and use, the embryos must be destroyed. Justice Nicholas Peter Wall heard testimony in June and July that it was Ms. Evans's last chance to have children of her own because her ovaries were removed after they were found to contain pre-cancerous cells. She met her former partner, Howard Johnston, in 1999, and they lived together until last year when he ended the relationship. She said Mr. Johnston led her to believe that he would never stop her using the embryos. Ms. Hadley was married to her husband, Wayne, until he left her in 2000. When they separated, Mr. Hadley agreed that the embryos should remain in storage, but he later changed his mind. In his decision on Wednesday, Judge Wall expressed his ""considerable sympathy"" for all four people. ""Ms. Evans's case is particularly poignant, and she is most deserving of sympathy,"" he said. But he added, ""I cannot allow my sympathy for Ms. Evans to take precedence over the clear terms"" of the law. ""The act entitles a man in the position of these men to say that he does not want to become the father of a child by a woman from whom he has separated and with whom he now no longer has anything in common apart from the frozen embryos,"" he said. He dismissed arguments from the women's lawyers that their ex-partners enjoyed, in effect, a ""male veto"" that infringed on the women's rights under the European Convention on Human Rights, saying that men also had rights to family and privacy. Moreover, even if the two men had given clear assurances that the embryos could be used regardless of what happened in their relationships, such promises could not override the fertilization act, the judge said. Some 45,000 couples seek in-vitro fertilization in Britain each year, and 27,000 couples receive the treatment, but mostly in the private sector, where it costs more than $4,000 for each cycle of treatment. The British Medical Association welcomed the court decision, saying it would be ""a very dangerous step to change the rules on consent retrospectively.""",2003,"United Kingdom"
"386","World Briefing Europe: France: Schools To Ban Scarves","West","The government plans to ban head scarves from public schools to protect Muslim girls from ""fundamentalist pressures"" to wear them, Prime Minister Jean-Pierre Raffarin said. The issue pits fiercely secular France against some of its five million Muslims. Female politicians have been especially eager for a ban, saying conservative Muslim families press girls into wearing scarves in violation of the principle of sexual equality. ""This is not about religion,"" Mr. Raffarin said. ""It's about lifting a constraint on women.""",2003,"France"
"387","British Women Lose Court Fight Over Possessing Frozen Embryos","West","Two women lost their battle in a British court on Wednesday to save their frozen embryos and use them to have children without the consent of their former partners. In a landmark ruling, a High Court judge in London rejected a challenge by the women, Natallie Evans and Lorraine Hadley, to a law that states that embryos must be destroyed unless both parties consent to storage and use. Ms. Evans, 31, and Ms. Hadley, 38, both underwent in-vitro fertilization with their respective partners and have a number of embryos in storage. The couples have now separated, and the men have withdrawn consent for the use of the embryos. The Human Fertilization and Embryology Act states that unless both parties consent to storage and use, the embryos must be destroyed. Justice Nicholas Peter Wall heard testimony in June and July that it was Ms. Evans's last chance to have children of her own because her ovaries were removed after they were found to contain pre-cancerous cells. She met her former partner, Howard Johnston, in 1999, and they lived together until last year when he ended the relationship. She said Mr. Johnston led her to believe that he would never stop her using the embryos. Ms. Hadley was married to her husband, Wayne, until he left her in 2000. When they separated, Mr. Hadley agreed that the embryos should remain in storage, but he later changed his mind. In his decision on Wednesday, Judge Wall expressed his ""considerable sympathy"" for all four people. ""Ms. Evans's case is particularly poignant, and she is most deserving of sympathy,"" he said. But he added, ""I cannot allow my sympathy for Ms. Evans to take precedence over the clear terms"" of the law. ""The act entitles a man in the position of these men to say that he does not want to become the father of a child by a woman from whom he has separated and with whom he now no longer has anything in common apart from the frozen embryos,"" he said. He dismissed arguments from the women's lawyers that their ex-partners enjoyed, in effect, a ""male veto"" that infringed on the women's rights under the European Convention on Human Rights, saying that men also had rights to family and privacy. Moreover, even if the two men had given clear assurances that the embryos could be used regardless of what happened in their relationships, such promises could not override the fertilization act, the judge said. Some 45,000 couples seek in-vitro fertilization in Britain each year, and 27,000 couples receive the treatment, but mostly in the private sector, where it costs more than $4,000 for each cycle of treatment. The British Medical Association welcomed the court decision, saying it would be ""a very dangerous step to change the rules on consent retrospectively.""",2003,"United Kingdom"
"388","World Briefing  Americas: Canada: Report Endorses Muslim Law In Ontario","West","An Ontario government report recommended that Muslims be allowed to use religious laws to settle inheritance and family disputes outside the court system. The report came after an Islamic group, the Canadian Society of Muslims, announced plans to apply Shariah, a legal code based on the Koran, to settle disputes over issues like marriage, divorce and property. The report's recommendation drew sharp criticism from several groups, including the Canadian Council of Muslim Women, which said Shariah contradicts Canadian laws of equality for women. Provincial law already gives religious authorities limited powers to arbitrate civil matters, but plans to extend those rights to include Shariah have stirred bitter debate. The report, prepared by Marion Boyd, a former Ontario attorney general and a feminist activist, also recommends safeguards to ensure that neither party in a Shariah arbitration is subject to domestic violence and that there be ample opportunities to appeal decisions. Colin Campbell (NYT)",2004,"Canada"
